time;rx_cnt;rx_avg_lvl;curr_ch_occ;curr_planes;test_tx_cnt;test_rx_succ_cnt_s;test_rx_succ_cnt_l;test_rx_succ_cnt_ac;test_succ_lvl_s;test_succ_lvl_l;test_succ_lvl_ac;test_avg_lvl_s;test_avg_lvl_l;test_avg_lvl_ac
2020-06-04 00:13:38;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-04 00:13:39;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-04 00:13:40;15;-72.547014;0.0018560728265182003;0;0;0;0;0;0;0;0;0;0;0.0
2020-06-04 00:13:41;63;-72.71301317460319;0.0032661910884002453;0;1;0;0;0;0;0;0;0.0;0.0;0.0
2020-06-04 00:13:42;52;-72.02053923076924;0.0024700309725664816;0;1;0;0;0;0;0;0;0.0;0.0;0.0
2020-06-04 00:13:43;81;-73.39670567901237;0.004923848983117147;0;1;0;0;0;0;0;0;0.0;0.0;0.0
2020-06-04 00:13:44;63;-72.8460826984127;0.0035276183862694805;0;2;0;0;0;0;0;0;0.0;0.0;0.0
2020-06-04 00:13:45;79;-72.86245721518989;0.004495275529450481;0;2;0;0;0;0;0;0;0.0;0.0;0.0
2020-06-04 00:13:46;63;-71.77596301587303;0.0030513319633480823;0;2;0;0;0;0;0;0;0.0;0.0;0.0
2020-06-04 00:13:47;81;-71.57828469135805;0.004370418656174391;0;3;0;0;0;0;0;0;0.0;0.0;0.0
2020-06-04 00:13:48;53;-71.48288264150946;0.0025186764022572085;0;3;0;0;0;0;0;0;0.0;0.0;0.0
2020-06-04 00:13:49;32;-71.8180071875;0.0014319750190749327;0;3;0;0;0;0;0;0;0.0;0.0;0.0
2020-06-04 00:13:50;37;-72.06002891891892;0.0019758703744625398;0;4;0;0;0;0;0;0;0.0;0.0;0.0
2020-06-04 00:13:51;75;-72.49317586666669;0.00350688194171425;0;4;0;0;0;0;0;0;0.0;0.0;0.0
2020-06-04 00:13:52;82;-71.60488158536587;0.0037329647642195805;0;4;0;0;0;0;0;0;0.0;0.0;0.0
2020-06-04 00:13:53;54;-71.46410685185185;0.0029726082888743774;0;5;0;0;0;0;0;0;0.0;0.0;0.0
2020-06-04 00:13:54;24;-72.16759333333333;0.0008355743372772898;0;5;0;0;0;0;0;0;0.0;0.0;0.0
2020-06-04 00:13:55;43;-71.84247279069767;0.0022796930909921758;0;5;0;0;0;0;0;0;0.0;0.0;0.0
2020-06-04 00:13:56;17;-70.15574470588236;0.0004786647298671684;0;6;0;0;0;0;0;0;0;0.0;0.0
2020-06-04 00:13:57;23;-71.45485478260869;0.0008984863745789558;0;6;0;0;0;0;0;0;0.0;0.0;0.0
