time;rx_cnt;rx_avg_lvl;curr_ch_occ;curr_planes;test_tx_cnt;test_rx_succ_cnt_s;test_rx_succ_cnt_l;test_rx_succ_cnt_ac;test_succ_lvl_s;test_succ_lvl_l;test_succ_lvl_ac;test_avg_lvl_s;test_avg_lvl_l;test_avg_lvl_ac
2020-01-30 17:13:59.801833;35583;-78.53;0.1499675;33;250;41;62;103;75.808;78.28;82.4;-78.53;-78.43;-78.63
2020-01-30 17:14:10.097407;35592;-79.56;0.14884175;32;250;38;57;95;69.552;71.82;75.6;-79.56;-79.46;-79.66
2020-01-30 17:14:20.493018;35339;-80.55;0.146880075;32;250;38;57;95;69.92;72.2;76;-80.55;-80.45;-80.65
2020-01-30 17:14:30.796893;35067;-81.54;0.15203215;33;250;36;53;89;65.504;67.64;71.2;-81.54;-81.44;-81.64
2020-01-30 17:14:41.039701;35275;-82.46;0.14438165;32;250;36;54;90;65.872;68.02;71.6;-82.46;-82.36;-82.56
2020-01-30 17:14:51.251853;35301;-83.59;0.14591565;32;250;34;51;86;62.928;64.98;68.4;-83.59;-83.49;-83.69
2020-01-30 17:15:01.667085;33292;-84.36;0.140101275;30;250;30;46;76;55.936;57.76;60.8;-84.36;-84.26;-84.46
2020-01-30 17:15:11.909790;33660;-85.44;0.140282775;31;250;29;44;73;53.36;55.1;58;-85.44;-85.34;-85.54
2020-01-30 17:15:22.178620;35047;-86.66;0.1467689;31;250;25;37;62;45.632;47.12;49.6;-86.66;-86.56;-86.76
2020-01-30 17:15:32.445137;35628;-87.38;0.1462176;30;250;12;18;30;22.08;22.8;24;-87.38;-87.28;-87.48
2020-01-30 17:15:42.660910;34253;-87.62;0.144890275;30;250;2;4;6;4.416;4.56;4.8;-87.62;-87.52;-87.72
2020-01-30 17:15:52.942629;35466;-89;0.139412675;31;250;0;0;0;0;0;0;-89;-88.9;-89.1
2020-01-30 17:16:03.331560;34944;-90;0.150212075;30;250;0;0;0;0;0;0;-90;-89.9;-90.1
2020-01-30 17:16:13.945457;33203;-59.49;0.1467411;32;250;49;73;122;89.792;92.72;97.6;-59.49;-59.39;-59.59
2020-01-30 17:16:24.220697;36441;-60.5;0.14605925;32;250;49;74;123;90.528;93.48;98.4;-60.5;-60.4;-60.6
2020-01-30 17:16:34.432686;35110;-61.53;0.144727025;32;250;50;74;124;91.264;94.24;99.2;-61.53;-61.43;-61.63
2020-01-30 17:16:44.652505;35893;-62.52;0.151266025;32;250;49;74;123;90.528;93.48;98.4;-62.52;-62.42;-62.62
2020-01-30 17:16:54.881957;35458;-63.59;0.147419325;32;250;48;72;120;87.952;90.82;95.6;-63.59;-63.49;-63.69
2020-01-30 17:17:05.119054;35054;-64.53;0.1520421;32;250;49;74;123;90.16;93.1;98;-64.53;-64.43;-64.63
2020-01-30 17:17:15.470935;34896;-65.51;0.144921075;33;250;47;71;119;87.216;90.06;94.8;-65.51;-65.41;-65.61
2020-01-30 17:17:25.748687;35850;-66.57;0.1481616;33;250;48;72;121;88.688;91.58;96.4;-66.57;-66.47;-66.67
2020-01-30 17:17:35.962724;35949;-67.63;0.146092;33;250;48;73;121;89.056;91.96;96.8;-67.63;-67.53;-67.73
2020-01-30 17:17:46.175109;34864;-68.52;0.141261825;33;250;47;71;118;86.848;89.68;94.4;-68.52;-68.42;-68.62
2020-01-30 17:17:56.468437;33887;-69.57;0.13886345;32;250;47;71;118;86.48;89.3;94;-69.57;-69.47;-69.67
2020-01-30 17:18:06.782904;34266;-70.64;0.139143475;32;250;46;69;115;84.272;87.02;91.6;-70.64;-70.54;-70.74
2020-01-30 17:18:17.127763;33830;-71.61;0.141275875;31;250;44;66;110;80.592;83.22;87.6;-71.61;-71.51;-71.71
2020-01-30 17:18:27.344075;32945;-72.66;0.14103325;31;250;46;70;116;85.376;88.16;92.8;-72.66;-72.56;-72.76
2020-01-30 17:18:37.568899;31915;-73.75;0.136760775;28;250;46;69;115;84.272;87.02;91.6;-73.75;-73.65;-73.85
2020-01-30 17:18:47.795488;33047;-74.73;0.13800295;27;250;46;69;115;84.64;87.4;92;-74.73;-74.63;-74.83
2020-01-30 17:18:58.009123;33504;-75.73;0.142594275;28;250;43;64;107;78.384;80.94;85.2;-75.73;-75.63;-75.83
2020-01-30 17:19:08.222501;33734;-76.53;0.139857225;27;250;43;64;107;78.752;81.32;85.6;-76.53;-76.43;-76.63
2020-01-30 17:19:18.451235;33517;-77.55;0.1397188;29;250;43;65;108;79.12;81.7;86;-77.55;-77.45;-77.65
2020-01-30 17:19:28.800855;34643;-78.52;0.148115625;30;250;43;65;108;79.488;82.08;86.4;-78.52;-78.42;-78.62
2020-01-30 17:19:39.098469;33799;-79.47;0.146053575;31;250;39;58;97;71.392;73.72;77.6;-79.47;-79.37;-79.57
2020-01-30 17:19:49.371484;33861;-80.55;0.1472002;30;250;35;53;89;65.136;67.26;70.8;-80.55;-80.45;-80.65
2020-01-30 17:19:59.695146;33411;-81.52;0.1447207;31;250;35;52;87;63.664;65.74;69.2;-81.52;-81.42;-81.62
2020-01-30 17:20:09.918055;33812;-82.36;0.141941725;31;250;35;53;88;64.768;66.88;70.4;-82.36;-82.26;-82.46
2020-01-30 17:20:20.134425;33104;-83.57;0.142100225;29;250;34;51;85;62.192;64.22;67.6;-83.57;-83.47;-83.67
2020-01-30 17:20:30.407342;32412;-84.37;0.142878675;30;250;31;46;77;56.304;58.14;61.2;-84.37;-84.27;-84.47
2020-01-30 17:20:40.621202;31427;-85.4;0.1429737;32;250;26;39;66;48.208;49.78;52.4;-85.4;-85.3;-85.5
2020-01-30 17:20:50.835676;32010;-86.45;0.14062725;30;250;22;33;56;40.848;42.18;44.4;-86.45;-86.35;-86.55
2020-01-30 17:21:01.085912;31990;-87.46;0.138312975;28;250;11;17;28;20.24;20.9;22;-87.46;-87.36;-87.56
2020-01-30 17:21:11.463862;32366;-87.88;0.14135945;29;250;2;4;6;4.416;4.56;4.8;-87.88;-87.78;-87.98
2020-01-30 17:21:21.848650;33396;-88.2;0.141979925;29;250;1;2;3;1.84;1.9;2;-88.2;-88.1;-88.3
2020-01-30 17:21:32.065114;32851;-90;0.14119295;29;250;0;0;0;0;0;0;-90;-89.9;-90.1
2020-01-30 17:21:42.430620;32191;-59.5;0.14015395;30;250;50;75;125;91.632;94.62;99.6;-59.5;-59.4;-59.6
2020-01-30 17:21:52.654820;32778;-60.51;0.1451909;28;250;50;74;124;91.264;94.24;99.2;-60.51;-60.41;-60.61
2020-01-30 17:22:02.934270;31313;-61.6;0.141596775;30;250;50;75;125;91.632;94.62;99.6;-61.6;-61.5;-61.7
2020-01-30 17:22:13.311573;28643;-62.51;0.139374625;29;250;49;74;124;90.896;93.86;98.8;-62.51;-62.41;-62.61
2020-01-30 17:22:23.968961;29730;-63.66;0.1367253;30;250;49;74;123;90.16;93.1;98;-63.66;-63.56;-63.76
2020-01-30 17:22:34.749308;30242;-64.58;0.138733675;30;250;47;71;118;86.848;89.68;94.4;-64.58;-64.48;-64.68
2020-01-30 17:22:44.963506;31992;-65.5;0.139028325;30;250;49;73;122;89.424;92.34;97.2;-65.5;-65.4;-65.6
2020-01-30 17:22:55.229481;31588;-66.59;0.137173325;31;250;47;70;117;86.112;88.92;93.6;-66.59;-66.49;-66.69
2020-01-30 17:23:05.450460;30002;-67.64;0.135057025;31;250;49;74;123;90.16;93.1;98;-67.64;-67.54;-67.74
2020-01-30 17:23:15.670150;30365;-68.56;0.1356789;30;250;48;72;120;88.32;91.2;96;-68.56;-68.46;-68.66
2020-01-30 17:23:25.883664;31736;-69.56;0.1434249;30;250;47;71;118;86.48;89.3;94;-69.56;-69.46;-69.66
2020-01-30 17:23:36.211886;31110;-70.69;0.136733325;30;250;47;70;117;86.112;88.92;93.6;-70.69;-70.59;-70.79
2020-01-30 17:23:46.447899;31410;-71.63;0.137958575;30;250;47;70;117;85.744;88.54;93.2;-71.63;-71.53;-71.73
2020-01-30 17:23:56.706068;30372;-72.67;0.13714445;30;250;47;70;117;85.744;88.54;93.2;-72.67;-72.57;-72.77
2020-01-30 17:24:06.968791;32153;-73.75;0.140652825;30;250;42;64;106;78.016;80.56;84.8;-73.75;-73.65;-73.85
2020-01-30 17:24:17.287144;32434;-74.8;0.13776545;31;250;43;65;108;79.488;82.08;86.4;-74.8;-74.7;-74.9
2020-01-30 17:24:27.500655;32797;-75.7;0.141985025;30;250;43;64;107;78.384;80.94;85.2;-75.7;-75.6;-75.8
2020-01-30 17:24:37.811943;33771;-76.42;0.1403443;31;250;42;63;105;76.912;79.42;83.6;-76.42;-76.32;-76.52
2020-01-30 17:24:48.043076;33470;-77.56;0.1435051;30;250;38;57;96;70.288;72.58;76.4;-77.56;-77.46;-77.66
2020-01-30 17:24:58.426046;33375;-78.52;0.1414305;30;250;40;59;99;72.864;75.24;79.2;-78.52;-78.42;-78.62
2020-01-30 17:25:08.632888;32471;-79.45;0.14343295;30;250;35;52;87;63.664;65.74;69.2;-79.45;-79.35;-79.55
2020-01-30 17:25:18.864344;31962;-80.56;0.13873945;30;250;36;55;91;66.976;69.16;72.8;-80.56;-80.46;-80.66
2020-01-30 17:25:29.081386;32273;-81.57;0.139368275;32;250;35;53;88;64.768;66.88;70.4;-81.57;-81.47;-81.67
2020-01-30 17:25:39.296617;32827;-82.48;0.13867425;31;250;35;53;88;64.4;66.5;70;-82.48;-82.38;-82.58
2020-01-30 17:25:49.508875;30773;-83.55;0.1403583;31;250;32;48;80;58.88;60.8;64;-83.55;-83.45;-83.65
2020-01-30 17:25:59.814425;30311;-84.36;0.131734575;31;250;31;46;77;56.304;58.14;61.2;-84.36;-84.26;-84.46
2020-01-30 17:26:10.026669;31566;-85.34;0.136872475;31;250;25;37;62;45.632;47.12;49.6;-85.34;-85.24;-85.44
2020-01-30 17:26:20.342017;32563;-86.62;0.144464025;30;250;19;28;47;34.224;35.34;37.2;-86.62;-86.52;-86.72
2020-01-30 17:26:30.577559;33116;-87.41;0.144467925;28;250;13;19;32;23.552;24.32;25.6;-87.41;-87.31;-87.51
2020-01-30 17:26:40.846648;32821;-87.83;0.141614525;29;250;2;4;6;4.416;4.56;4.8;-87.83;-87.73;-87.93
2020-01-30 17:26:51.107345;31224;-87.5;0.1429886;30;250;0;0;1;0.368;0.38;0.4;-87.5;-87.4;-87.6
2020-01-30 17:27:01.462078;32153;-90;0.138023875;31;250;0;0;0;0;0;0;-90;-89.9;-90.1
2020-01-30 17:27:11.730197;31910;-59.49;0.1388921;32;250;49;74;124;90.896;93.86;98.8;-59.49;-59.39;-59.59
2020-01-30 17:27:21.956576;31152;-60.51;0.14140705;31;250;49;74;124;90.896;93.86;98.8;-60.51;-60.41;-60.61
2020-01-30 17:27:32.193135;30504;-61.57;0.139038775;30;250;50;75;125;91.632;94.62;99.6;-61.57;-61.47;-61.67
2020-01-30 17:27:42.411189;31461;-62.52;0.1352156;28;250;49;74;124;90.896;93.86;98.8;-62.52;-62.42;-62.62
2020-01-30 17:27:52.667770;32310;-63.68;0.1397301;32;250;50;75;125;91.632;94.62;99.6;-63.68;-63.58;-63.78
2020-01-30 17:28:02.895217;32740;-64.57;0.141411675;30;250;49;74;124;90.896;93.86;98.8;-64.57;-64.47;-64.67
2020-01-30 17:28:13.316865;33765;-65.52;0.14385325;31;250;49;74;123;90.528;93.48;98.4;-65.52;-65.42;-65.62
2020-01-30 17:28:24.165565;32840;-66.59;0.143639725;31;250;49;74;123;90.528;93.48;98.4;-66.59;-66.49;-66.69
2020-01-30 17:28:34.376549;32587;-67.66;0.14032395;32;250;49;74;123;90.528;93.48;98.4;-67.66;-67.56;-67.76
2020-01-30 17:28:44.644570;30497;-68.55;0.13575985;32;250;49;74;123;90.528;93.48;98.4;-68.55;-68.45;-68.65
2020-01-30 17:28:54.865272;31812;-69.62;0.134937575;33;250;49;73;122;89.792;92.72;97.6;-69.62;-69.52;-69.72
2020-01-30 17:29:05.101517;33076;-70.68;0.14014335;33;250;49;74;123;90.16;93.1;98;-70.68;-70.58;-70.78
2020-01-30 17:29:15.340064;32920;-71.63;0.14004805;34;250;47;71;119;87.216;90.06;94.8;-71.63;-71.53;-71.73
2020-01-30 17:29:25.585137;34280;-72.68;0.14389855;34;250;46;69;116;85.008;87.78;92.4;-72.68;-72.58;-72.78
2020-01-30 17:29:35.861959;35661;-73.8;0.146331425;33;250;44;65;109;80.224;82.84;87.2;-73.8;-73.7;-73.9
2020-01-30 17:29:46.155943;34359;-74.78;0.146859275;33;250;45;68;113;82.8;85.5;90;-74.78;-74.68;-74.88
2020-01-30 17:29:56.458368;33487;-75.75;0.14649605;33;250;45;67;112;82.432;85.12;89.6;-75.75;-75.65;-75.85
2020-01-30 17:30:06.681169;34696;-76.46;0.1480497;34;250;42;63;105;77.28;79.8;84;-76.46;-76.36;-76.56
2020-01-30 17:30:16.897288;34276;-77.61;0.14571305;33;250;40;61;101;74.336;76.76;80.8;-77.61;-77.51;-77.71
2020-01-30 17:30:27.116908;33911;-78.59;0.1465707;34;250;37;55;92;67.712;69.92;73.6;-78.59;-78.49;-78.69
2020-01-30 17:30:37.554973;33709;-79.56;0.145277875;35;250;36;54;91;66.608;68.78;72.4;-79.56;-79.46;-79.66
2020-01-30 17:30:47.809868;35108;-80.55;0.144040275;36;250;37;55;92;67.344;69.54;73.2;-80.55;-80.45;-80.65
2020-01-30 17:30:58.056452;35294;-81.62;0.148705475;38;250;36;54;90;65.872;68.02;71.6;-81.62;-81.52;-81.72
2020-01-30 17:31:08.268473;34702;-82.42;0.144358675;38;250;37;55;92;67.712;69.92;73.6;-82.42;-82.32;-82.52
2020-01-30 17:31:18.550301;34905;-83.47;0.14758805;37;250;33;49;82;60.352;62.32;65.6;-83.47;-83.37;-83.57
2020-01-30 17:31:28.859973;35972;-84.49;0.1479501;37;250;31;47;78;57.04;58.9;62;-84.49;-84.39;-84.59
2020-01-30 17:31:39.085313;36665;-85.33;0.1521507;37;250;27;40;67;48.944;50.54;53.2;-85.33;-85.23;-85.43
2020-01-30 17:31:49.392801;36631;-86.6;0.15281795;36;250;22;32;54;39.744;41.04;43.2;-86.6;-86.5;-86.7
2020-01-30 17:31:59.608151;35295;-87.4;0.1458193;37;250;13;20;33;24.288;25.08;26.4;-87.4;-87.3;-87.5
2020-01-30 17:32:09.871480;37082;-87.89;0.147807925;36;250;3;4;7;5.152;5.32;5.6;-87.89;-87.79;-87.99
2020-01-30 17:32:20.164474;38720;-88.25;0.1544235;37;250;0;1;1;0.736;0.76;0.8;-88.25;-88.15;-88.35
2020-01-30 17:32:30.403274;38772;-87.5;0.156722;37;250;0;0;1;0.368;0.38;0.4;-87.5;-87.4;-87.6
2020-01-30 17:32:40.747736;38855;-59.49;0.15441585;35;250;50;74;124;91.264;94.24;99.2;-59.49;-59.39;-59.59
2020-01-30 17:32:51.055316;37112;-60.53;0.154114475;34;250;50;74;124;91.264;94.24;99.2;-60.53;-60.43;-60.63
2020-01-30 17:33:01.281847;37723;-61.65;0.1550965;36;250;50;75;125;91.632;94.62;99.6;-61.65;-61.55;-61.75
2020-01-30 17:33:11.534132;37860;-62.53;0.151172425;36;250;49;74;124;90.896;93.86;98.8;-62.53;-62.43;-62.63
2020-01-30 17:33:21.746720;38262;-63.74;0.152774225;34;250;49;74;124;90.896;93.86;98.8;-63.74;-63.64;-63.84
2020-01-30 17:33:31.965301;37616;-64.64;0.151997;34;250;50;74;124;91.264;94.24;99.2;-64.64;-64.54;-64.74
2020-01-30 17:33:42.225954;38353;-65.55;0.1543111;35;250;49;74;123;90.16;93.1;98;-65.55;-65.45;-65.65
2020-01-30 17:33:52.470776;38239;-66.63;0.1529135;34;250;49;74;123;90.528;93.48;98.4;-66.63;-66.53;-66.73
2020-01-30 17:34:02.789606;37175;-67.7;0.153563075;36;250;48;72;121;88.688;91.58;96.4;-67.7;-67.6;-67.8
2020-01-30 17:34:13.004991;36522;-68.53;0.151378275;35;250;48;72;120;87.952;90.82;95.6;-68.53;-68.43;-68.63
2020-01-30 17:34:23.247748;37100;-69.64;0.14803185;35;250;48;73;121;89.056;91.96;96.8;-69.64;-69.54;-69.74
2020-01-30 17:34:34.305204;36510;-70.71;0.149988975;36;250;47;71;118;86.48;89.3;94;-70.71;-70.61;-70.81
2020-01-30 17:34:44.601278;37662;-71.67;0.147855775;36;250;48;72;120;87.952;90.82;95.6;-71.67;-71.57;-71.77
2020-01-30 17:34:54.817754;36884;-72.68;0.1545005;35;250;44;67;111;81.696;84.36;88.8;-72.68;-72.58;-72.78
