time;rx_cnt;rx_avg_lvl;curr_ch_occ;curr_planes;test_tx_cnt;test_rx_succ_cnt_s;test_rx_succ_cnt_l;test_rx_succ_cnt_ac;test_succ_lvl_s;test_succ_lvl_l;test_succ_lvl_ac;test_avg_lvl_s;test_avg_lvl_l;test_avg_lvl_ac
2020-01-30 17:35:05.076487;37448;-73.79;0.15053215;35;250;44;67;111;81.696;84.36;88.8;-73.79;-73.69;-73.89
2020-01-30 17:35:15.288262;36460;-74.75;0.152936575;33;250;45;68;113;82.8;85.5;90;-74.75;-74.65;-74.85
2020-01-30 17:35:25.500282;36322;-75.78;0.149046075;35;250;43;64;107;78.384;80.94;85.2;-75.78;-75.68;-75.88
2020-01-30 17:35:35.814406;35923;-76.5;0.15581995;33;250;40;61;101;74.336;76.76;80.8;-76.5;-76.4;-76.6
2020-01-30 17:35:46.100868;37599;-77.55;0.156667375;36;250;41;62;103;75.808;78.28;82.4;-77.55;-77.45;-77.65
2020-01-30 17:35:56.374380;37048;-78.56;0.160271175;36;250;35;53;88;64.4;66.5;70;-78.56;-78.46;-78.66
2020-01-30 17:36:06.693955;36697;-79.57;0.150753;37;250;41;61;102;75.072;77.52;81.6;-79.57;-79.47;-79.67
2020-01-30 17:36:16.968080;36558;-80.65;0.157204175;37;250;37;55;92;67.712;69.92;73.6;-80.65;-80.55;-80.75
2020-01-30 17:36:27.273524;36840;-81.52;0.15439795;37;250;34;51;85;62.56;64.6;68;-81.52;-81.42;-81.62
2020-01-30 17:36:37.744204;36655;-82.45;0.155961125;36;250;29;44;73;53.728;55.48;58.4;-82.45;-82.35;-82.55
2020-01-30 17:36:48.063417;37594;-83.5;0.1552397;38;250;31;47;78;57.04;58.9;62;-83.5;-83.4;-83.6
2020-01-30 17:36:58.498166;37549;-84.39;0.154969225;38;250;30;45;75;55.2;57;60;-84.39;-84.29;-84.49
2020-01-30 17:37:08.710407;37197;-85.44;0.166733625;40;250;24;36;60;43.792;45.22;47.6;-85.44;-85.34;-85.54
2020-01-30 17:37:18.925738;35834;-86.52;0.1591628;41;250;21;32;54;39.376;40.66;42.8;-86.52;-86.42;-86.62
2020-01-30 17:37:29.319476;37080;-87.21;0.159366775;41;250;8;12;20;14.72;15.2;16;-87.21;-87.11;-87.31
2020-01-30 17:37:39.626375;35614;-87.66;0.159947825;41;250;3;5;8;5.888;6.08;6.4;-87.66;-87.56;-87.76
2020-01-30 17:37:49.888330;34380;-88.33;0.15281325;41;250;1;1;2;1.104;1.14;1.2;-88.33;-88.23;-88.43
2020-01-30 17:38:00.249379;35439;-90;0.154107875;40;250;0;0;0;0;0;0;-90;-89.9;-90.1
2020-01-30 17:38:10.603504;34760;-59.52;0.1552679;39;250;50;74;124;91.264;94.24;99.2;-59.52;-59.42;-59.62
2020-01-30 17:38:20.822055;34322;-60.53;0.15355245;39;250;50;75;125;91.632;94.62;99.6;-60.53;-60.43;-60.63
2020-01-30 17:38:31.138321;35156;-61.57;0.151785775;40;250;50;75;125;91.632;94.62;99.6;-61.57;-61.47;-61.67
2020-01-30 17:38:41.455508;34982;-62.5;0.152879;41;250;49;74;123;90.16;93.1;98;-62.5;-62.4;-62.6
2020-01-30 17:38:51.765452;34790;-63.65;0.150112925;40;250;49;74;124;90.896;93.86;98.8;-63.65;-63.55;-63.75
2020-01-30 17:39:01.998516;34345;-64.59;0.15588605;39;250;49;74;124;90.896;93.86;98.8;-64.59;-64.49;-64.69
2020-01-30 17:39:12.258585;33741;-65.5;0.16010735;39;250;50;74;124;91.264;94.24;99.2;-65.5;-65.4;-65.6
2020-01-30 17:39:22.511380;33754;-66.58;0.1499567;39;250;50;74;124;91.264;94.24;99.2;-66.58;-66.48;-66.68
2020-01-30 17:39:32.857645;33787;-67.64;0.152612425;38;250;49;74;123;90.528;93.48;98.4;-67.64;-67.54;-67.74
2020-01-30 17:39:43.131743;34872;-68.51;0.15298565;37;250;49;74;123;90.16;93.1;98;-68.51;-68.41;-68.61
2020-01-30 17:39:53.346495;34525;-69.62;0.157695075;38;250;47;71;119;87.216;90.06;94.8;-69.62;-69.52;-69.72
2020-01-30 17:40:04.238437;33886;-70.64;0.1531237;40;250;48;72;120;87.952;90.82;95.6;-70.64;-70.54;-70.74
2020-01-30 17:40:14.721424;35731;-71.64;0.16102455;39;250;45;67;112;82.064;84.74;89.2;-71.64;-71.54;-71.74
2020-01-30 17:40:24.979287;36709;-72.67;0.162946825;40;250;46;69;116;85.008;87.78;92.4;-72.67;-72.57;-72.77
2020-01-30 17:40:35.196453;37703;-73.79;0.1668062;42;250;46;69;115;84.64;87.4;92;-73.79;-73.69;-73.89
2020-01-30 17:40:45.513401;38285;-74.74;0.160591375;41;250;47;71;118;86.848;89.68;94.4;-74.74;-74.64;-74.84
2020-01-30 17:40:55.804778;36668;-75.7;0.167682325;43;250;45;68;114;83.536;86.26;90.8;-75.7;-75.6;-75.8
2020-01-30 17:41:06.213128;37509;-76.49;0.159990075;42;250;44;67;111;81.696;84.36;88.8;-76.49;-76.39;-76.59
2020-01-30 17:41:16.445574;35769;-77.57;0.16099195;43;250;40;60;101;73.968;76.38;80.4;-77.57;-77.47;-77.67
2020-01-30 17:41:26.839093;35809;-78.44;0.1551981;41;250;39;58;97;71.392;73.72;77.6;-78.44;-78.34;-78.54
2020-01-30 17:41:37.093241;35375;-79.59;0.159547625;41;250;36;54;90;66.24;68.4;72;-79.59;-79.49;-79.69
2020-01-30 17:41:47.304927;34055;-80.61;0.1504565;42;250;34;52;86;63.296;65.36;68.8;-80.61;-80.51;-80.71
2020-01-30 17:41:57.625159;34925;-81.59;0.15053965;43;250;32;48;80;58.88;60.8;64;-81.59;-81.49;-81.69
2020-01-30 17:42:07.870846;34399;-82.48;0.152782625;42;250;34;50;84;61.824;63.84;67.2;-82.48;-82.38;-82.58
2020-01-30 17:42:18.151444;34723;-83.54;0.1481075;39;250;31;47;78;57.408;59.28;62.4;-83.54;-83.44;-83.64
2020-01-30 17:42:28.480516;35434;-84.38;0.1503259;37;250;29;43;72;52.624;54.34;57.2;-84.38;-84.28;-84.48
2020-01-30 17:42:38.778931;34759;-85.41;0.1520087;37;250;21;32;53;39.008;40.28;42.4;-85.41;-85.31;-85.51
2020-01-30 17:42:48.992551;32858;-86.59;0.1443121;35;250;24;37;61;44.896;46.36;48.8;-86.59;-86.49;-86.69
2020-01-30 17:42:59.269482;32983;-87.53;0.141218025;35;250;12;18;30;21.712;22.42;23.6;-87.53;-87.43;-87.63
2020-01-30 17:43:09.507246;32588;-88.07;0.1428466;35;250;3;5;8;5.52;5.7;6;-88.07;-87.97;-88.17
2020-01-30 17:43:19.719225;33517;-89;0.143574375;34;250;0;0;0;0;0;0;-89;-88.9;-89.1
2020-01-30 17:43:29.964002;33291;-90;0.146504025;32;250;0;0;0;0;0;0;-90;-89.9;-90.1
2020-01-30 17:43:40.176832;34396;-59.52;0.14427595;33;250;50;75;125;91.632;94.62;99.6;-59.52;-59.42;-59.62
2020-01-30 17:43:50.415851;33056;-60.5;0.148457375;28;250;50;75;125;91.632;94.62;99.6;-60.5;-60.4;-60.6
2020-01-30 17:44:00.675770;33390;-61.62;0.14545825;27;250;49;74;123;90.16;93.1;98;-61.62;-61.52;-61.72
2020-01-30 17:44:10.888668;32669;-62.53;0.148934875;31;250;49;74;123;90.16;93.1;98;-62.53;-62.43;-62.63
2020-01-30 17:44:21.193868;31691;-63.68;0.14219955;31;250;50;74;124;91.264;94.24;99.2;-63.68;-63.58;-63.78
2020-01-30 17:44:31.461626;32905;-64.56;0.144542675;31;250;49;74;123;90.528;93.48;98.4;-64.56;-64.46;-64.66
2020-01-30 17:44:41.675698;34356;-65.5;0.141922825;32;250;50;74;124;91.264;94.24;99.2;-65.5;-65.4;-65.6
2020-01-30 17:44:51.890195;34369;-66.59;0.153999325;31;250;50;74;124;91.264;94.24;99.2;-66.59;-66.49;-66.69
2020-01-30 17:45:02.189878;33849;-67.64;0.1497183;33;250;50;74;124;91.264;94.24;99.2;-67.64;-67.54;-67.74
2020-01-30 17:45:12.465587;34450;-68.55;0.148162625;33;250;49;74;123;90.16;93.1;98;-68.55;-68.45;-68.65
2020-01-30 17:45:22.718460;34687;-69.62;0.147388575;32;250;49;73;122;89.424;92.34;97.2;-69.62;-69.52;-69.72
2020-01-30 17:45:32.965085;34198;-70.66;0.150175875;32;250;49;73;122;89.424;92.34;97.2;-70.66;-70.56;-70.76
2020-01-30 17:45:43.316407;35683;-71.63;0.1504432;31;250;46;70;116;85.376;88.16;92.8;-71.63;-71.53;-71.73
2020-01-30 17:45:54.108359;35366;-72.67;0.15363065;31;250;46;69;116;85.008;87.78;92.4;-72.67;-72.57;-72.77
2020-01-30 17:46:04.470274;35487;-73.79;0.145875225;30;250;46;70;116;85.376;88.16;92.8;-73.79;-73.69;-73.89
2020-01-30 17:46:14.682831;34561;-74.73;0.147040075;30;250;45;67;112;82.064;84.74;89.2;-74.73;-74.63;-74.83
2020-01-30 17:46:24.896139;34176;-75.81;0.14422905;32;250;44;66;110;80.96;83.6;88;-75.81;-75.71;-75.91
2020-01-30 17:46:35.116831;34729;-76.4;0.1471666;32;250;42;62;104;76.544;79.04;83.2;-76.4;-76.3;-76.5
2020-01-30 17:46:45.462994;35456;-77.54;0.148769825;31;250;41;62;103;75.44;77.9;82;-77.54;-77.44;-77.64
2020-01-30 17:46:55.675910;35362;-78.5;0.148572625;30;250;41;62;103;75.808;78.28;82.4;-78.5;-78.4;-78.6
2020-01-30 17:47:05.888093;35444;-79.55;0.147023425;32;250;40;59;99;72.864;75.24;79.2;-79.55;-79.45;-79.65
2020-01-30 17:47:16.176955;33275;-80.61;0.143487825;31;250;38;57;95;69.552;71.82;75.6;-80.61;-80.51;-80.71
2020-01-30 17:47:26.540907;33259;-81.51;0.1428657;31;250;35;52;87;63.664;65.74;69.2;-81.51;-81.41;-81.61
2020-01-30 17:47:36.801085;35007;-82.37;0.145900825;31;250;27;41;68;49.68;51.3;54;-82.37;-82.27;-82.47
2020-01-30 17:47:47.344878;36074;-83.61;0.151972975;30;250;33;50;83;61.088;63.08;66.4;-83.61;-83.51;-83.71
2020-01-30 17:47:57.605419;35300;-84.5;0.147364775;31;250;28;42;70;51.52;53.2;56;-84.5;-84.4;-84.6
2020-01-30 17:48:07.852043;34926;-85.33;0.1484446;32;250;24;37;61;44.896;46.36;48.8;-85.33;-85.23;-85.43
2020-01-30 17:48:18.065603;34925;-86.46;0.14493365;32;250;18;27;46;33.488;34.58;36.4;-86.46;-86.36;-86.56
2020-01-30 17:48:28.313089;35474;-87.32;0.14951655;31;250;9;14;24;17.296;17.86;18.8;-87.32;-87.22;-87.42
2020-01-30 17:48:38.595506;35779;-87.89;0.151876125;31;250;2;3;5;3.312;3.42;3.6;-87.89;-87.79;-87.99
2020-01-30 17:48:48.858962;35623;-89;0.147954525;31;250;0;0;0;0;0;0;-89;-88.9;-89.1
2020-01-30 17:48:59.141545;34720;-90;0.147616825;32;250;0;0;0;0;0;0;-90;-89.9;-90.1
2020-01-30 17:49:09.381050;34518;-59.5;0.14994515;33;250;50;75;125;91.632;94.62;99.6;-59.5;-59.4;-59.6
2020-01-30 17:49:19.591008;35928;-60.52;0.14425055;33;250;50;74;124;91.264;94.24;99.2;-60.52;-60.42;-60.62
2020-01-30 17:49:29.811210;36341;-61.66;0.154131575;34;250;50;75;125;91.632;94.62;99.6;-61.66;-61.56;-61.76
2020-01-30 17:49:40.335245;35339;-62.53;0.1521109;34;250;49;73;122;89.792;92.72;97.6;-62.53;-62.43;-62.63
2020-01-30 17:49:50.581360;37276;-63.77;0.151019225;33;250;49;73;122;89.424;92.34;97.2;-63.77;-63.67;-63.87
2020-01-30 17:50:00.871792;37229;-64.63;0.153728875;32;250;49;74;123;90.16;93.1;98;-64.63;-64.53;-64.73
2020-01-30 17:50:11.124777;35105;-65.54;0.15173495;31;250;49;74;123;90.16;93.1;98;-65.54;-65.44;-65.64
2020-01-30 17:50:21.437024;34665;-66.63;0.148281375;31;250;48;72;120;88.32;91.2;96;-66.63;-66.53;-66.73
2020-01-30 17:50:31.668142;34770;-67.77;0.14266525;30;250;48;72;121;88.688;91.58;96.4;-67.77;-67.67;-67.87
2020-01-30 17:50:41.880154;34379;-68.57;0.1464149;30;250;49;73;122;89.792;92.72;97.6;-68.57;-68.47;-68.67
2020-01-30 17:50:52.093508;34273;-69.63;0.145316425;31;250;48;73;121;89.056;91.96;96.8;-69.63;-69.53;-69.73
2020-01-30 17:51:02.389471;36914;-70.74;0.143848425;32;250;48;72;120;88.32;91.2;96;-70.74;-70.64;-70.84
2020-01-30 17:51:12.684047;37089;-71.68;0.1517731;33;250;47;71;119;87.216;90.06;94.8;-71.68;-71.58;-71.78
2020-01-30 17:51:22.927516;33559;-72.74;0.14792115;34;250;47;71;119;87.216;90.06;94.8;-72.74;-72.64;-72.84
2020-01-30 17:51:33.223321;32869;-73.77;0.1387143;33;250;45;68;113;82.8;85.5;90;-73.77;-73.67;-73.87
2020-01-30 17:51:44.164405;35771;-74.79;0.147603725;33;250;43;65;109;79.856;82.46;86.8;-74.79;-74.69;-74.89
2020-01-30 17:51:54.584901;36996;-75.78;0.14719105;33;250;44;65;109;80.224;82.84;87.2;-75.78;-75.68;-75.88
2020-01-30 17:52:04.831333;33953;-76.56;0.148539875;31;250;45;67;112;82.432;85.12;89.6;-76.56;-76.46;-76.66
2020-01-30 17:52:15.059562;33874;-77.62;0.141103925;29;250;42;63;105;76.912;79.42;83.6;-77.62;-77.52;-77.72
2020-01-30 17:52:25.280065;34554;-78.57;0.1428268;27;250;41;61;102;75.072;77.52;81.6;-78.57;-78.47;-78.67
2020-01-30 17:52:35.502774;38066;-79.52;0.149635475;26;250;39;59;98;71.76;74.1;78;-79.52;-79.42;-79.62
2020-01-30 17:52:45.772235;38021;-80.67;0.15302105;27;250;34;52;86;63.296;65.36;68.8;-80.67;-80.57;-80.77
2020-01-30 17:52:56.048411;35729;-81.53;0.147758025;25;250;35;52;87;64.032;66.12;69.6;-81.53;-81.43;-81.63
2020-01-30 17:53:06.312757;37640;-82.42;0.1524448;26;250;35;53;88;64.4;66.5;70;-82.42;-82.32;-82.52
2020-01-30 17:53:16.796136;36689;-83.52;0.152731325;27;250;33;50;83;60.72;62.7;66;-83.52;-83.42;-83.62
2020-01-30 17:53:27.017547;37577;-84.53;0.148656875;27;250;33;49;82;59.984;61.94;65.2;-84.53;-84.43;-84.63
2020-01-30 17:53:37.320291;36657;-85.42;0.149175725;26;250;26;39;65;47.472;49.02;51.6;-85.42;-85.32;-85.52
2020-01-30 17:53:47.527570;37400;-86.54;0.14849825;28;250;20;30;50;36.432;37.62;39.6;-86.54;-86.44;-86.64
2020-01-30 17:53:57.826175;37912;-87.5;0.152015175;29;250;10;14;24;17.664;18.24;19.2;-87.5;-87.4;-87.6
2020-01-30 17:54:08.038518;38350;-87.92;0.15519845;30;250;3;4;7;4.784;4.94;5.2;-87.92;-87.82;-88.02
2020-01-30 17:54:18.382062;37801;-89;0.153925975;31;250;0;0;0;0;0;0;-89;-88.9;-89.1
2020-01-30 17:54:28.648172;37902;-90;0.15360985;31;250;0;0;0;0;0;0;-90;-89.9;-90.1
2020-01-30 17:54:38.923226;36979;-59.5;0.154828475;31;250;50;75;125;91.632;94.62;99.6;-59.5;-59.4;-59.6
2020-01-30 17:54:49.174691;38722;-60.55;0.155216375;31;250;50;75;125;91.632;94.62;99.6;-60.55;-60.45;-60.65
2020-01-30 17:54:59.477280;39547;-61.72;0.159543925;31;250;50;74;124;91.264;94.24;99.2;-61.72;-61.62;-61.82
2020-01-30 17:55:09.753082;38624;-62.52;0.157671125;30;250;49;74;123;90.16;93.1;98;-62.52;-62.42;-62.62
2020-01-30 17:55:19.966176;38490;-63.82;0.1568362;33;250;50;74;124;91.264;94.24;99.2;-63.82;-63.72;-63.92
2020-01-30 17:55:30.295582;38831;-64.68;0.160983475;33;250;50;74;124;91.264;94.24;99.2;-64.68;-64.58;-64.78
2020-01-30 17:55:40.633825;37270;-65.54;0.16256555;32;250;48;72;121;88.688;91.58;96.4;-65.54;-65.44;-65.64
2020-01-30 17:55:50.862546;37353;-66.68;0.156315475;31;250;49;74;123;90.16;93.1;98;-66.68;-66.58;-66.78
2020-01-30 17:56:01.249949;40017;-67.74;0.1671202;30;250;48;72;120;87.952;90.82;95.6;-67.74;-67.64;-67.84
2020-01-30 17:56:11.586868;39890;-68.55;0.16442845;31;250;48;72;120;87.952;90.82;95.6;-68.55;-68.45;-68.65
2020-01-30 17:56:21.796633;39596;-69.68;0.1634385;30;250;47;70;117;85.744;88.54;93.2;-69.68;-69.58;-69.78
2020-01-30 17:56:32.007642;38839;-70.78;0.169393825;30;250;47;71;118;86.848;89.68;94.4;-70.78;-70.68;-70.88
2020-01-30 17:56:42.241605;39355;-71.75;0.166282525;30;250;45;67;112;82.064;84.74;89.2;-71.75;-71.65;-71.85
2020-01-30 17:56:52.470926;39612;-72.77;0.163695125;30;250;45;68;114;83.536;86.26;90.8;-72.77;-72.67;-72.87
2020-01-30 17:57:02.766720;38572;-73.88;0.167620125;30;250;43;65;109;79.856;82.46;86.8;-73.88;-73.78;-73.98
2020-01-30 17:57:13.085960;38705;-74.84;0.165817775;32;250;44;65;109;80.224;82.84;87.2;-74.84;-74.74;-74.94
2020-01-30 17:57:23.293918;38645;-75.89;0.16460405;32;250;42;62;104;76.544;79.04;83.2;-75.89;-75.79;-75.99
2020-01-30 17:57:34.329850;37283;-76.68;0.160368575;32;250;43;64;107;78.384;80.94;85.2;-76.68;-76.58;-76.78
2020-01-30 17:57:44.544085;37906;-77.71;0.1639659;33;250;42;63;106;77.648;80.18;84.4;-77.71;-77.61;-77.81
2020-01-30 17:57:54.823751;37402;-78.67;0.1614839;36;250;39;58;97;71.024;73.34;77.2;-78.67;-78.57;-78.77
2020-01-30 17:58:05.082310;37126;-79.67;0.157042275;36;250;39;58;97;71.024;73.34;77.2;-79.67;-79.57;-79.77
2020-01-30 17:58:15.333574;36087;-80.72;0.15650375;36;250;36;55;91;66.976;69.16;72.8;-80.72;-80.62;-80.82
2020-01-30 17:58:25.585245;34404;-81.65;0.15256365;36;250;34;51;86;62.928;64.98;68.4;-81.65;-81.55;-81.75
2020-01-30 17:58:35.813275;35063;-82.58;0.152184875;37;250;33;49;82;60.352;62.32;65.6;-82.58;-82.48;-82.68
2020-01-30 17:58:46.058433;35351;-83.6;0.152176075;36;250;29;44;73;53.36;55.1;58;-83.6;-83.5;-83.7
2020-01-30 17:58:56.297973;34308;-84.53;0.143205875;37;250;30;45;76;55.568;57.38;60.4;-84.53;-84.43;-84.63
2020-01-30 17:59:06.556394;33886;-85.55;0.14742035;38;250;23;35;59;43.056;44.46;46.8;-85.55;-85.45;-85.65
2020-01-30 17:59:17.075196;32407;-86.59;0.140534525;38;250;23;35;58;42.32;43.7;46;-86.59;-86.49;-86.69
2020-01-30 17:59:27.390450;34373;-87.55;0.13859605;39;250;11;16;27;19.872;20.52;21.6;-87.55;-87.45;-87.65
2020-01-30 17:59:37.626711;33873;-87.88;0.143443975;39;250;1;1;2;1.472;1.52;1.6;-87.88;-87.78;-87.98
2020-01-30 17:59:47.869915;35161;-88;0.14373775;39;250;0;0;1;0.368;0.38;0.4;-88;-87.9;-88.1
2020-01-30 17:59:58.178055;35719;-90;0.146579375;39;250;0;0;0;0;0;0;-90;-89.9;-90.1
