time;rx_cnt;rx_avg_lvl;curr_ch_occ;curr_planes;test_tx_cnt;test_rx_succ_cnt_s;test_rx_succ_cnt_l;test_rx_succ_cnt_ac;test_succ_lvl_s;test_succ_lvl_l;test_succ_lvl_ac;test_avg_lvl_s;test_avg_lvl_l;test_avg_lvl_ac
2020-06-02 10:23:47;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-02 10:23:48;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-02 10:23:49;46;-69.71809000000002;0.004521845008081327;0;0;0;0;0;0;0;0;0.0;0.0;0.0
2020-06-02 10:23:50;135;-70.72913385185183;0.005311389282554449;0;1;0;0;0;0;0;0;0.0;0.0;0.0
2020-06-02 10:23:51;91;-69.9583308791209;0.002980916560999242;0;1;0;0;0;0;0;0;0.0;0.0;0.0
2020-06-02 10:23:52;126;-70.77671833333333;0.004199877123140859;0;1;0;0;0;0;0;0;0.0;0.0;0.0
2020-06-02 10:23:53;104;-71.09458230769232;0.0033115649907684945;0;2;0;0;0;0;0;0;0.0;0.0;0.0
2020-06-02 10:23:54;114;-71.79009763157893;0.0037791041087345623;0;2;0;0;0;0;0;0;0.0;0.0;0.0
2020-06-02 10:23:55;101;-69.8923287128713;0.0034759388945235594;0;2;0;0;0;0;0;0;0.0;0.0;0.0
2020-06-02 10:23:56;77;-70.66026805194808;0.002299485053373022;0;3;0;0;0;0;0;0;0.0;0.0;0.0
2020-06-02 10:23:57;90;-70.75320122222223;0.0040116488743856425;0;3;0;0;0;0;0;0;0.0;0.0;0.0
2020-06-02 10:23:58;94;-70.4722017021277;0.003059064594216973;0;3;0;0;0;0;0;0;0.0;0.0;0.0
2020-06-02 10:23:59;39;-69.69046307692308;0.0011007013401390857;0;4;0;0;0;0;0;0;0.0;0.0;0.0
2020-06-02 10:24:00;52;-70.51741173076925;0.0018224216998844218;0;4;0;0;0;0;0;0;0.0;0.0;0.0
2020-06-02 10:24:01;44;-71.10311840909091;0.0015858204343741922;0;4;0;0;0;0;0;0;0.0;0.0;0.0
2020-06-02 10:24:02;92;-70.38574206521741;0.0032410524544928617;0;5;0;0;0;0;0;0;0.0;0.0;0.0
2020-06-02 10:24:03;113;-70.54900176991156;0.003011198096456113;0;5;0;0;0;0;0;0;0.0;0.0;0.0
2020-06-02 10:24:04;117;-70.49373358974363;0.0034101870822493747;0;5;0;0;0;0;0;0;0.0;0.0;0.0
2020-06-02 10:24:05;153;-69.99815013071895;0.00497635738929426;0;6;0;0;0;0;0;0;0.0;0.0;0.0
2020-06-02 10:24:06;117;-69.88931683760688;0.003283538783518323;0;6;0;0;0;0;0;0;0.0;0.0;0.0
2020-06-02 10:24:07;115;-69.94738504347829;0.0031762036514390826;0;6;0;0;0;0;0;0;0.0;0.0;0.0
2020-06-02 10:24:08;92;-69.89656869565223;0.0025885103224021246;0;7;0;0;0;0;0;0;0.0;0.0;0.0
2020-06-02 10:24:09;112;-70.51288767857146;0.0031038385305412193;0;7;0;0;0;0;0;0;0.0;0.0;0.0
2020-06-02 10:24:10;112;-70.33364732142861;0.0031521652895157423;0;7;0;0;0;0;0;0;0.0;0;0.0
2020-06-02 10:24:11;96;-69.41926520833339;0.0021835253595343987;0;8;0;0;0;0;0;0;0;0.0;0.0
2020-06-02 10:24:12;83;-69.66265843373495;0.002002699780631486;0;8;0;0;0;0;0;0;0.0;0;0.0
2020-06-02 10:24:13;86;-68.62966860465119;0.0018790038312359334;0;8;0;0;0;0;0;0;0;0;0.0
2020-06-02 10:24:14;76;-68.4962035526316;0.0015695142346408392;0;9;0;0;0;0;0;0;0;0;0.0
2020-06-02 10:24:15;71;-69.78092971830989;0.0018603490796270568;0;9;0;0;0;0;0;0;0.0;0.0;0.0
2020-06-02 10:24:16;60;-69.02649883333335;0.0015592252187369544;0;9;0;0;0;0;0;0;0.0;0.0;0.0
2020-06-02 10:24:30;69;-69.89941115942028;0.0020705811021005196;0;14;0;0;0;0;0;0;0.0;0;0.0
2020-06-02 10:24:31;56;-69.00992892857141;0.0015313775818128802;0;14;0;0;0;0;0;0;0.0;0.0;0.0
2020-06-02 10:24:32;32;-69.0153946875;0.0007924426137890328;0;15;0;0;0;0;0;0;0.0;0;0.0
2020-06-02 10:24:33;51;-67.21072901960787;0.0011143721802863457;0;15;0;0;0;0;0;0;0;0;0.0
2020-06-02 10:24:34;33;-67.68212272727274;0.0006812112830660668;0;15;0;0;0;0;0;0;0;0;0.0
2020-06-02 10:24:35;54;-68.64614944444446;0.0012275164925042241;0;16;0;0;0;0;0;0;0.0;0;0.0
2020-06-02 10:24:36;57;-68.87582807017546;0.0013245973060605997;0;16;0;0;0;0;0;0;0;0;0.0
2020-06-02 10:24:37;52;-69.35352807692308;0.0010733083034290295;0;16;0;0;0;0;0;0;0;0;0.0
